item_id,item_name,category,household_id,quantity,min_stock_level,mean_daily_usage,daily_usage_variance,refill_lead_time_days,target_label
ITM013,Frozen Peas,Frozen,HH017,1.34,0.41,0.13,0.033,3,0
ITM007,Tomatoes,Produce,HH002,6.24,1.05,0.292,0.233,3,0
ITM015,Butter,Dairy,HH016,0.48,0.25,0.05,0.013,5,1
ITM007,Tomatoes,Produce,HH015,0.89,1.13,0.238,0.087,4,1
ITM002,Eggs,Dairy,HH006,1.94,1.28,0.249,0.103,2,1
ITM012,Cooking Oil,Pantry,HH011,0.36,0.14,0.046,0.02,5,1
ITM003,Bread,Bakery,HH017,2.99,1.79,0.546,0.432,2,1
ITM002,Eggs,Dairy,HH001,0.54,1.03,0.336,0.142,5,1
ITM010,Bananas,Produce,HH019,3.85,1.1,0.65,0.272,2,1
ITM009,Cheese,Dairy,HH010,1.7,0.39,0.066,0.037,1,0
ITM011,Cereal,Pantry,HH004,2.21,0.39,0.135,0.039,4,0
ITM014,Orange Juice,Beverages,HH002,6.8,0.99,0.292,0.086,5,0
ITM010,Bananas,Produce,HH008,8.76,1.44,0.345,0.091,1,0
ITM008,Yogurt,Dairy,HH016,1.63,1.24,0.424,0.315,1,1
ITM015,Butter,Dairy,HH002,1.15,0.25,0.062,0.042,1,0
ITM005,Ice Cream,Frozen,HH017,3.85,0.77,0.176,0.036,1,0
ITM007,Tomatoes,Produce,HH011,8.19,1.19,0.2,0.155,2,0
ITM004,Rice,Grains,HH009,0.58,0.59,0.173,0.022,2,1
ITM009,Cheese,Dairy,HH009,0.51,0.29,0.152,0.101,1,1
ITM006,Chicken Breast,Meat,HH016,3.3,0.86,0.233,0.14,4,0
ITM011,Cereal,Pantry,HH019,0.51,0.32,0.139,0.039,3,1
ITM012,Cooking Oil,Pantry,HH012,0.89,0.17,0.041,0.014,2,0
ITM015,Butter,Dairy,HH013,0.94,0.2,0.082,0.016,1,0
ITM007,Tomatoes,Produce,HH001,5.04,0.92,0.341,0.095,4,0
ITM007,Tomatoes,Produce,HH005,2.51,1.08,0.15,0.032,1,0
ITM015,Butter,Dairy,HH019,1.26,0.24,0.135,0.105,5,1
ITM002,Eggs,Dairy,HH007,2.5,1.01,0.433,0.06,2,1
ITM003,Bread,Bakery,HH010,1.07,1.07,0.318,0.149,3,1
ITM011,Cereal,Pantry,HH014,0.21,0.21,0.147,0.074,2,1
ITM005,Ice Cream,Frozen,HH009,1.34,0.78,0.325,0.148,1,1
ITM012,Cooking Oil,Pantry,HH010,0.79,0.16,0.033,0.015,2,0
ITM009,Cheese,Dairy,HH001,2.26,0.4,0.084,0.044,4,0
ITM006,Chicken Breast,Meat,HH004,3.44,0.76,0.5,0.108,4,1
ITM008,Yogurt,Dairy,HH010,12.4,1.93,0.357,0.174,2,0
ITM003,Bread,Bakery,HH006,3.55,1.89,0.363,0.082,4,1
ITM002,Eggs,Dairy,HH013,6.61,1.36,0.604,0.365,3,0
ITM010,Bananas,Produce,HH006,9.33,1.38,0.339,0.145,5,0
ITM012,Cooking Oil,Pantry,HH020,0.11,0.17,0.022,0.011,1,1
ITM001,Milk,Dairy,HH013,7.71,1.27,0.665,0.29,2,0
ITM015,Butter,Dairy,HH013,1.25,0.23,0.078,0.012,4,0
ITM010,Bananas,Produce,HH008,4.24,0.85,0.496,0.312,2,0
ITM003,Bread,Bakery,HH001,6.95,1.21,0.5,0.309,2,0
ITM007,Tomatoes,Produce,HH008,5.47,1.34,0.424,0.148,3,0
ITM001,Milk,Dairy,HH007,4.84,1.46,0.689,0.423,3,1
ITM001,Milk,Dairy,HH018,9.38,2.02,0.93,0.211,2,0
ITM005,Ice Cream,Frozen,HH015,0.51,0.43,0.087,0.049,1,1
ITM003,Bread,Bakery,HH006,2.07,1.32,0.441,0.093,5,1
ITM006,Chicken Breast,Meat,HH019,2.71,0.74,0.509,0.282,3,1
ITM004,Rice,Grains,HH003,3.02,0.59,0.191,0.107,2,0
ITM008,Yogurt,Dairy,HH005,4.07,1.14,0.322,0.16,3,0
ITM011,Cereal,Pantry,HH006,1.06,0.22,0.073,0.027,5,0
ITM010,Bananas,Produce,HH015,2.39,1.17,0.288,0.079,1,1
ITM014,Orange Juice,Beverages,HH016,4.62,0.93,0.237,0.155,2,0
ITM011,Cereal,Pantry,HH006,1.68,0.32,0.103,0.017,3,0
ITM010,Bananas,Produce,HH014,0.86,0.87,0.532,0.302,5,1
ITM013,Frozen Peas,Frozen,HH005,0.3,0.47,0.072,0.021,3,1
ITM011,Cereal,Pantry,HH014,0.41,0.23,0.146,0.023,1,1
ITM009,Cheese,Dairy,HH015,1.06,0.26,0.053,0.021,4,0
ITM002,Eggs,Dairy,HH004,2.84,1.44,0.578,0.211,2,1
ITM001,Milk,Dairy,HH016,9.33,1.48,0.426,0.063,5,0
ITM006,Chicken Breast,Meat,HH004,2.14,0.65,0.397,0.147,3,1
ITM005,Ice Cream,Frozen,HH010,2.46,0.77,0.105,0.068,4,0
ITM013,Frozen Peas,Frozen,HH020,2.66,0.49,0.071,0.05,1,0
ITM005,Ice Cream,Frozen,HH014,3.14,0.78,0.251,0.039,4,0
ITM004,Rice,Grains,HH013,1.78,0.41,0.212,0.023,5,1
ITM004,Rice,Grains,HH017,0.68,0.47,0.138,0.099,4,1
ITM002,Eggs,Dairy,HH010,2.79,1.12,0.308,0.158,5,0
ITM006,Chicken Breast,Meat,HH014,2.26,0.63,0.515,0.073,2,1
ITM011,Cereal,Pantry,HH012,0.48,0.29,0.113,0.071,5,1
ITM002,Eggs,Dairy,HH018,2.52,1.52,0.387,0.064,3,1
ITM014,Orange Juice,Beverages,HH008,1.71,0.85,0.399,0.171,3,1
ITM001,Milk,Dairy,HH007,14.22,2.39,0.478,0.166,4,0
ITM005,Ice Cream,Frozen,HH018,3.89,0.64,0.27,0.143,4,0
ITM004,Rice,Grains,HH005,2.19,0.53,0.111,0.021,4,0
ITM010,Bananas,Produce,HH006,2.33,0.96,0.243,0.192,4,0
ITM010,Bananas,Produce,HH012,3.73,0.82,0.493,0.127,1,1
ITM006,Chicken Breast,Meat,HH002,1.23,0.8,0.348,0.13,1,1
ITM002,Eggs,Dairy,HH019,8.39,1.49,0.671,0.535,5,0
ITM009,Cheese,Dairy,HH017,0.55,0.22,0.103,0.026,1,1
ITM014,Orange Juice,Beverages,HH003,2.12,0.69,0.298,0.035,2,1
ITM013,Frozen Peas,Frozen,HH016,3.13,0.58,0.095,0.064,4,0
ITM013,Frozen Peas,Frozen,HH004,1.18,0.31,0.169,0.093,2,1
ITM007,Tomatoes,Produce,HH006,2.33,0.81,0.258,0.108,2,1
ITM006,Chicken Breast,Meat,HH004,7.07,1.11,0.507,0.064,5,0
ITM006,Chicken Breast,Meat,HH012,6.91,1.13,0.357,0.062,3,0
ITM004,Rice,Grains,HH009,2.63,0.45,0.172,0.037,2,0
ITM001,Milk,Dairy,HH015,6.11,2.17,0.32,0.232,3,0
ITM009,Cheese,Dairy,HH008,0.94,0.22,0.122,0.066,5,1
ITM001,Milk,Dairy,HH002,9.3,1.43,0.754,0.143,2,0
ITM009,Cheese,Dairy,HH017,1.76,0.3,0.11,0.056,1,0
ITM007,Tomatoes,Produce,HH004,2.37,0.9,0.467,0.216,5,1
ITM004,Rice,Grains,HH003,1.1,0.44,0.138,0.102,1,1
ITM006,Chicken Breast,Meat,HH011,3.78,0.67,0.292,0.23,4,0
ITM005,Ice Cream,Frozen,HH005,0.55,0.49,0.154,0.042,5,1
ITM013,Frozen Peas,Frozen,HH006,0.92,0.49,0.1,0.075,5,1
ITM010,Bananas,Produce,HH018,1.54,0.99,0.355,0.26,1,1
ITM011,Cereal,Pantry,HH010,1.05,0.21,0.054,0.043,2,0
ITM015,Butter,Dairy,HH006,0.87,0.24,0.062,0.01,4,0
ITM004,Rice,Grains,HH014,0.87,0.45,0.163,0.018,1,1
ITM005,Ice Cream,Frozen,HH008,1.43,0.71,0.241,0.192,5,1
ITM001,Milk,Dairy,HH013,2.75,2.05,0.74,0.161,4,1
ITM004,Rice,Grains,HH009,0.17,0.33,0.269,0.192,4,1
ITM003,Bread,Bakery,HH020,3.0,1.11,0.337,0.09,2,1
ITM005,Ice Cream,Frozen,HH001,1.97,0.6,0.204,0.046,3,1
ITM002,Eggs,Dairy,HH017,10.84,1.56,0.317,0.087,1,0
ITM004,Rice,Grains,HH016,0.42,0.54,0.106,0.069,3,1
ITM002,Eggs,Dairy,HH014,5.05,1.25,0.491,0.081,5,0
ITM010,Bananas,Produce,HH008,1.11,1.36,0.601,0.22,5,1
ITM009,Cheese,Dairy,HH011,0.64,0.24,0.101,0.061,3,1
ITM009,Cheese,Dairy,HH001,1.36,0.36,0.067,0.037,5,0
ITM008,Yogurt,Dairy,HH007,2.17,1.66,0.619,0.223,3,1
ITM008,Yogurt,Dairy,HH018,5.41,1.06,0.427,0.306,1,0
ITM014,Orange Juice,Beverages,HH010,2.49,1.17,0.136,0.04,5,0
ITM012,Cooking Oil,Pantry,HH018,0.47,0.12,0.07,0.012,4,1
ITM011,Cereal,Pantry,HH001,1.28,0.29,0.062,0.039,1,0
ITM012,Cooking Oil,Pantry,HH020,0.24,0.15,0.032,0.011,4,1
ITM014,Orange Juice,Beverages,HH012,0.4,0.71,0.35,0.12,5,1
ITM014,Orange Juice,Beverages,HH009,5.19,0.97,0.507,0.114,1,0
ITM004,Rice,Grains,HH017,0.71,0.48,0.129,0.017,4,1
ITM012,Cooking Oil,Pantry,HH010,1.04,0.2,0.028,0.019,2,0
ITM006,Chicken Breast,Meat,HH004,6.06,0.93,0.402,0.21,5,0
ITM010,Bananas,Produce,HH016,6.75,1.21,0.385,0.269,4,0
ITM002,Eggs,Dairy,HH010,2.33,1.13,0.239,0.114,5,1
ITM006,Chicken Breast,Meat,HH008,0.69,0.92,0.283,0.222,5,1
ITM004,Rice,Grains,HH006,0.79,0.5,0.116,0.049,5,1
ITM004,Rice,Grains,HH012,1.52,0.53,0.168,0.067,1,0
ITM012,Cooking Oil,Pantry,HH007,0.27,0.15,0.042,0.022,2,1
ITM004,Rice,Grains,HH020,2.37,0.5,0.083,0.013,4,0
ITM012,Cooking Oil,Pantry,HH017,0.31,0.11,0.06,0.024,2,1
ITM015,Butter,Dairy,HH004,1.06,0.19,0.091,0.048,2,0
ITM001,Milk,Dairy,HH014,5.18,1.49,0.718,0.208,2,1
ITM006,Chicken Breast,Meat,HH010,3.21,0.81,0.186,0.069,4,0
ITM013,Frozen Peas,Frozen,HH017,1.33,0.35,0.16,0.085,2,0
ITM008,Yogurt,Dairy,HH004,5.55,1.54,0.779,0.422,1,1
ITM005,Ice Cream,Frozen,HH019,0.57,0.48,0.3,0.107,2,1
ITM015,Butter,Dairy,HH001,0.13,0.22,0.069,0.051,4,1
ITM012,Cooking Oil,Pantry,HH016,0.24,0.19,0.045,0.012,1,1
ITM011,Cereal,Pantry,HH004,0.82,0.21,0.136,0.064,1,1
ITM001,Milk,Dairy,HH014,5.83,1.88,0.83,0.121,4,1
ITM005,Ice Cream,Frozen,HH011,1.76,0.79,0.14,0.015,1,0
ITM003,Bread,Bakery,HH013,0.91,1.68,0.528,0.166,2,1
ITM008,Yogurt,Dairy,HH004,2.06,1.32,0.69,0.2,3,1
ITM003,Bread,Bakery,HH018,8.89,1.31,0.472,0.283,3,0
ITM015,Butter,Dairy,HH020,0.56,0.31,0.059,0.039,4,1
ITM007,Tomatoes,Produce,HH018,7.78,1.17,0.537,0.298,5,0
ITM005,Ice Cream,Frozen,HH019,4.77,0.69,0.357,0.193,3,0
ITM010,Bananas,Produce,HH015,4.22,1.1,0.312,0.162,1,0
ITM006,Chicken Breast,Meat,HH011,4.33,1.19,0.241,0.078,1,0
ITM013,Frozen Peas,Frozen,HH008,1.93,0.46,0.206,0.089,4,1
ITM014,Orange Juice,Beverages,HH008,5.55,1.09,0.406,0.319,3,0
ITM008,Yogurt,Dairy,HH005,1.9,1.36,0.252,0.087,4,1
ITM006,Chicken Breast,Meat,HH001,6.9,1.02,0.219,0.164,2,0
ITM014,Orange Juice,Beverages,HH003,7.47,1.16,0.316,0.186,2,0
ITM007,Tomatoes,Produce,HH017,8.06,1.22,0.421,0.059,3,0
ITM011,Cereal,Pantry,HH011,1.2,0.3,0.087,0.013,3,0
ITM006,Chicken Breast,Meat,HH006,0.9,0.85,0.189,0.151,2,1
ITM014,Orange Juice,Beverages,HH019,2.34,0.77,0.346,0.265,4,1
ITM015,Butter,Dairy,HH019,0.66,0.16,0.106,0.04,4,1
ITM003,Bread,Bakery,HH013,9.76,1.83,0.733,0.58,2,0
ITM001,Milk,Dairy,HH001,6.26,1.32,0.577,0.155,4,0
ITM009,Cheese,Dairy,HH004,0.46,0.22,0.127,0.1,1,1
ITM006,Chicken Breast,Meat,HH006,4.85,0.96,0.291,0.054,2,0
ITM010,Bananas,Produce,HH016,1.81,1.03,0.305,0.121,2,1
ITM008,Yogurt,Dairy,HH017,8.11,1.22,0.545,0.359,1,0
ITM014,Orange Juice,Beverages,HH005,5.3,0.96,0.127,0.051,3,0
ITM015,Butter,Dairy,HH014,0.53,0.3,0.112,0.08,1,1
ITM013,Frozen Peas,Frozen,HH008,0.51,0.37,0.171,0.035,5,1
ITM006,Chicken Breast,Meat,HH008,2.62,0.75,0.423,0.284,1,1
ITM001,Milk,Dairy,HH009,8.72,1.6,0.615,0.254,1,0
ITM007,Tomatoes,Produce,HH004,2.95,1.16,0.416,0.193,1,1
ITM010,Bananas,Produce,HH012,3.0,1.53,0.369,0.043,4,1
ITM003,Bread,Bakery,HH015,11.22,1.86,0.255,0.077,1,0
ITM006,Chicken Breast,Meat,HH005,1.63,1.06,0.153,0.059,3,1
ITM002,Eggs,Dairy,HH013,4.15,1.58,0.519,0.069,1,1
ITM009,Cheese,Dairy,HH011,1.65,0.28,0.075,0.012,2,0
ITM015,Butter,Dairy,HH010,0.31,0.2,0.045,0.005,5,1
ITM014,Orange Juice,Beverages,HH017,0.6,1.17,0.385,0.126,5,1
ITM007,Tomatoes,Produce,HH016,4.21,1.33,0.325,0.188,3,0
ITM005,Ice Cream,Frozen,HH013,3.21,0.57,0.177,0.019,1,0
ITM014,Orange Juice,Beverages,HH008,1.9,0.69,0.309,0.047,2,1
ITM015,Butter,Dairy,HH018,0.36,0.17,0.092,0.053,2,1
ITM013,Frozen Peas,Frozen,HH003,0.66,0.4,0.151,0.112,5,1
ITM010,Bananas,Produce,HH015,8.21,1.24,0.288,0.078,2,0
ITM007,Tomatoes,Produce,HH019,2.08,1.22,0.382,0.182,4,1
ITM003,Bread,Bakery,HH007,7.97,1.84,0.454,0.171,1,0
ITM002,Eggs,Dairy,HH018,2.92,1.4,0.429,0.173,4,1
ITM003,Bread,Bakery,HH001,9.1,1.85,0.296,0.135,3,0
ITM009,Cheese,Dairy,HH012,1.93,0.32,0.082,0.065,2,0
ITM006,Chicken Breast,Meat,HH018,5.37,0.78,0.417,0.274,1,0
ITM009,Cheese,Dairy,HH016,0.42,0.25,0.102,0.02,4,1
ITM009,Cheese,Dairy,HH012,0.68,0.21,0.098,0.048,4,1
ITM005,Ice Cream,Frozen,HH016,4.87,0.72,0.19,0.035,2,0
ITM003,Bread,Bakery,HH009,9.09,1.8,0.692,0.184,3,0
ITM004,Rice,Grains,HH020,1.57,0.48,0.108,0.021,1,0
ITM001,Milk,Dairy,HH018,7.97,2.05,0.718,0.446,1,0
ITM015,Butter,Dairy,HH001,1.15,0.29,0.054,0.023,2,0
ITM014,Orange Juice,Beverages,HH005,3.77,1.07,0.151,0.059,5,0
ITM008,Yogurt,Dairy,HH009,0.88,1.01,0.533,0.2,1,1
ITM005,Ice Cream,Frozen,HH002,2.07,0.54,0.252,0.118,3,1
ITM008,Yogurt,Dairy,HH018,6.51,1.11,0.585,0.323,5,0
ITM003,Bread,Bakery,HH018,0.96,1.51,0.593,0.148,2,1
ITM002,Eggs,Dairy,HH006,0.63,1.21,0.367,0.078,2,1
ITM015,Butter,Dairy,HH017,1.68,0.31,0.073,0.054,4,0
ITM009,Cheese,Dairy,HH005,1.51,0.38,0.057,0.015,2,0
ITM002,Eggs,Dairy,HH016,0.93,1.15,0.302,0.229,3,1
ITM011,Cereal,Pantry,HH018,2.13,0.34,0.098,0.056,5,0
ITM002,Eggs,Dairy,HH017,7.43,1.53,0.439,0.114,5,0
ITM001,Milk,Dairy,HH001,7.78,1.75,0.624,0.13,1,0
ITM011,Cereal,Pantry,HH007,2.05,0.4,0.127,0.079,1,0
ITM007,Tomatoes,Produce,HH006,3.27,0.76,0.289,0.082,1,0
ITM002,Eggs,Dairy,HH013,2.9,1.33,0.589,0.298,5,1
ITM009,Cheese,Dairy,HH015,1.05,0.26,0.056,0.006,1,0
ITM008,Yogurt,Dairy,HH016,5.15,1.65,0.429,0.059,1,0
ITM008,Yogurt,Dairy,HH016,2.26,1.74,0.459,0.229,3,1
ITM015,Butter,Dairy,HH017,0.77,0.19,0.08,0.023,5,1
ITM002,Eggs,Dairy,HH004,2.97,1.4,0.515,0.212,3,1
ITM013,Frozen Peas,Frozen,HH007,0.33,0.3,0.182,0.069,3,1
ITM009,Cheese,Dairy,HH014,1.8,0.31,0.159,0.081,3,0
ITM002,Eggs,Dairy,HH016,0.72,1.42,0.286,0.123,4,1
ITM006,Chicken Breast,Meat,HH001,6.88,1.05,0.304,0.078,4,0
ITM010,Bananas,Produce,HH012,4.26,0.92,0.505,0.349,5,1
ITM014,Orange Juice,Beverages,HH019,3.84,0.84,0.428,0.114,1,0
ITM005,Ice Cream,Frozen,HH019,2.56,0.71,0.294,0.128,3,0
ITM012,Cooking Oil,Pantry,HH013,0.29,0.15,0.063,0.036,3,1
ITM009,Cheese,Dairy,HH013,1.31,0.23,0.119,0.061,1,0
ITM014,Orange Juice,Beverages,HH011,0.59,0.65,0.177,0.08,2,1
ITM006,Chicken Breast,Meat,HH006,0.5,0.84,0.256,0.043,1,1
ITM008,Yogurt,Dairy,HH015,3.86,1.99,0.328,0.103,1,1
ITM005,Ice Cream,Frozen,HH011,2.85,0.73,0.139,0.017,1,0
ITM006,Chicken Breast,Meat,HH001,3.37,0.71,0.204,0.158,1,0
ITM014,Orange Juice,Beverages,HH011,4.76,1.02,0.214,0.133,1,0
ITM011,Cereal,Pantry,HH002,1.42,0.39,0.1,0.02,2,0
ITM008,Yogurt,Dairy,HH001,2.0,1.7,0.496,0.137,4,1
ITM008,Yogurt,Dairy,HH019,8.82,1.29,0.815,0.5,5,0
ITM002,Eggs,Dairy,HH005,6.56,1.2,0.208,0.146,4,0
ITM003,Bread,Bakery,HH011,2.41,1.85,0.411,0.322,4,1
ITM007,Tomatoes,Produce,HH016,4.32,1.28,0.261,0.147,2,0
ITM001,Milk,Dairy,HH020,12.13,2.22,0.375,0.097,5,0
ITM007,Tomatoes,Produce,HH003,4.88,1.1,0.382,0.215,3,0
ITM001,Milk,Dairy,HH009,6.32,2.03,0.829,0.659,1,1
ITM006,Chicken Breast,Meat,HH004,5.96,1.17,0.432,0.178,1,0
ITM011,Cereal,Pantry,HH004,1.25,0.24,0.122,0.088,2,0
ITM008,Yogurt,Dairy,HH010,5.77,1.76,0.291,0.151,3,0
ITM007,Tomatoes,Produce,HH008,5.67,0.9,0.404,0.065,4,0
ITM007,Tomatoes,Produce,HH010,8.31,1.29,0.269,0.058,5,0
ITM014,Orange Juice,Beverages,HH005,0.46,0.87,0.21,0.06,2,1
ITM001,Milk,Dairy,HH013,5.94,2.06,0.634,0.067,2,1
ITM011,Cereal,Pantry,HH001,2.12,0.34,0.088,0.041,3,0
ITM005,Ice Cream,Frozen,HH020,2.91,0.67,0.12,0.061,5,0
ITM005,Ice Cream,Frozen,HH007,1.49,0.56,0.207,0.03,4,1
ITM007,Tomatoes,Produce,HH016,1.8,0.94,0.217,0.063,1,1
ITM014,Orange Juice,Beverages,HH005,4.54,0.94,0.186,0.126,4,0
ITM006,Chicken Breast,Meat,HH010,5.0,0.77,0.183,0.053,4,0
ITM012,Cooking Oil,Pantry,HH007,0.65,0.1,0.039,0.013,1,0
ITM011,Cereal,Pantry,HH017,0.24,0.31,0.107,0.035,1,1
ITM007,Tomatoes,Produce,HH011,3.35,0.72,0.336,0.044,1,0
ITM012,Cooking Oil,Pantry,HH015,0.15,0.18,0.022,0.005,3,1
ITM008,Yogurt,Dairy,HH011,1.27,1.83,0.468,0.281,2,1
ITM008,Yogurt,Dairy,HH018,3.09,1.16,0.611,0.211,1,1
ITM002,Eggs,Dairy,HH004,6.27,1.19,0.626,0.395,3,0
ITM011,Cereal,Pantry,HH004,0.86,0.35,0.159,0.019,2,1
ITM003,Bread,Bakery,HH018,4.86,1.67,0.543,0.167,4,1
ITM009,Cheese,Dairy,HH010,1.57,0.34,0.051,0.034,4,0
ITM004,Rice,Grains,HH006,3.13,0.55,0.146,0.112,4,0
ITM006,Chicken Breast,Meat,HH006,6.68,1.1,0.249,0.106,2,0
ITM013,Frozen Peas,Frozen,HH009,1.43,0.34,0.187,0.032,5,1
ITM010,Bananas,Produce,HH001,8.05,1.19,0.347,0.068,4,0
ITM004,Rice,Grains,HH009,1.93,0.6,0.263,0.184,4,1
ITM007,Tomatoes,Produce,HH018,1.92,1.16,0.367,0.228,5,1
ITM001,Milk,Dairy,HH018,5.84,1.61,0.91,0.188,1,1
ITM007,Tomatoes,Produce,HH012,2.68,1.1,0.28,0.149,5,1
ITM008,Yogurt,Dairy,HH005,3.18,1.28,0.319,0.238,3,1
ITM004,Rice,Grains,HH008,0.95,0.54,0.175,0.074,3,1
ITM014,Orange Juice,Beverages,HH007,3.14,0.97,0.253,0.062,1,0
ITM008,Yogurt,Dairy,HH015,7.67,1.98,0.368,0.121,4,0
ITM012,Cooking Oil,Pantry,HH003,0.62,0.13,0.058,0.032,4,0
ITM009,Cheese,Dairy,HH004,0.76,0.32,0.106,0.023,5,1
ITM003,Bread,Bakery,HH020,2.17,1.28,0.367,0.23,2,1
ITM004,Rice,Grains,HH002,1.86,0.32,0.106,0.056,2,0
ITM006,Chicken Breast,Meat,HH001,4.5,1.16,0.231,0.163,3,0
ITM001,Milk,Dairy,HH018,2.25,1.32,0.678,0.186,3,1
ITM001,Milk,Dairy,HH008,6.12,2.27,0.833,0.259,4,1
ITM010,Bananas,Produce,HH017,3.5,1.6,0.343,0.127,4,1
ITM006,Chicken Breast,Meat,HH020,4.2,0.99,0.189,0.031,2,0
ITM005,Ice Cream,Frozen,HH014,1.91,0.42,0.307,0.097,1,1
ITM001,Milk,Dairy,HH010,3.64,2.03,0.364,0.164,1,1
ITM014,Orange Juice,Beverages,HH015,6.57,1.12,0.225,0.029,3,0
ITM012,Cooking Oil,Pantry,HH013,0.5,0.11,0.045,0.016,5,0
ITM006,Chicken Breast,Meat,HH015,2.03,1.13,0.162,0.085,4,1
ITM011,Cereal,Pantry,HH008,1.31,0.25,0.127,0.079,4,0
ITM015,Butter,Dairy,HH012,0.14,0.22,0.073,0.026,3,1
ITM011,Cereal,Pantry,HH010,1.16,0.23,0.075,0.049,2,0
ITM003,Bread,Bakery,HH006,6.11,1.49,0.43,0.07,4,0
ITM010,Bananas,Produce,HH009,5.4,1.53,0.651,0.513,3,1
ITM014,Orange Juice,Beverages,HH003,3.85,1.09,0.347,0.135,4,0
ITM012,Cooking Oil,Pantry,HH002,0.47,0.16,0.054,0.034,5,0
ITM006,Chicken Breast,Meat,HH017,6.08,0.92,0.32,0.122,2,0
ITM008,Yogurt,Dairy,HH001,6.54,1.68,0.429,0.25,1,0
ITM010,Bananas,Produce,HH016,2.71,1.15,0.383,0.203,2,1
ITM006,Chicken Breast,Meat,HH009,2.05,1.11,0.522,0.27,3,1
ITM015,Butter,Dairy,HH006,0.35,0.26,0.066,0.022,2,1
ITM012,Cooking Oil,Pantry,HH003,0.31,0.15,0.071,0.008,5,1
ITM010,Bananas,Produce,HH009,3.73,1.14,0.399,0.299,5,1
ITM006,Chicken Breast,Meat,HH016,0.84,0.85,0.208,0.038,2,1
ITM010,Bananas,Produce,HH014,6.88,1.07,0.685,0.35,1,0
ITM004,Rice,Grains,HH015,1.2,0.34,0.064,0.047,5,0
ITM012,Cooking Oil,Pantry,HH010,1.16,0.17,0.021,0.004,2,0
ITM014,Orange Juice,Beverages,HH018,2.9,0.68,0.34,0.174,2,0
ITM003,Bread,Bakery,HH002,7.2,1.08,0.608,0.226,5,0
ITM004,Rice,Grains,HH013,0.92,0.44,0.167,0.075,2,1
ITM007,Tomatoes,Produce,HH017,4.97,1.34,0.253,0.169,3,0
ITM003,Bread,Bakery,HH017,5.94,1.17,0.624,0.168,1,0
ITM015,Butter,Dairy,HH016,0.53,0.3,0.046,0.005,4,1
ITM004,Rice,Grains,HH012,3.12,0.49,0.144,0.083,3,0
ITM001,Milk,Dairy,HH008,8.84,1.75,0.822,0.556,4,0
ITM009,Cheese,Dairy,HH005,0.98,0.4,0.075,0.051,1,1
ITM009,Cheese,Dairy,HH020,1.21,0.3,0.067,0.047,1,0
ITM008,Yogurt,Dairy,HH018,4.65,1.78,0.545,0.147,2,1
ITM001,Milk,Dairy,HH019,9.41,1.55,0.642,0.17,2,0
ITM008,Yogurt,Dairy,HH018,4.55,1.35,0.486,0.235,2,1
ITM003,Bread,Bakery,HH014,9.21,1.33,0.903,0.292,5,0
ITM015,Butter,Dairy,HH015,1.22,0.31,0.058,0.023,2,0
ITM004,Rice,Grains,HH002,1.68,0.33,0.129,0.077,5,0
ITM009,Cheese,Dairy,HH005,0.54,0.25,0.064,0.024,5,1
ITM007,Tomatoes,Produce,HH012,9.27,1.35,0.426,0.235,2,0
ITM008,Yogurt,Dairy,HH006,6.32,1.75,0.41,0.312,2,0
ITM015,Butter,Dairy,HH006,0.27,0.27,0.049,0.033,3,1
ITM002,Eggs,Dairy,HH004,9.27,1.53,0.441,0.089,1,0
ITM008,Yogurt,Dairy,HH001,2.59,1.84,0.378,0.277,3,1
ITM011,Cereal,Pantry,HH002,0.15,0.24,0.102,0.081,5,1
ITM003,Bread,Bakery,HH016,1.62,1.05,0.389,0.095,3,1
ITM006,Chicken Breast,Meat,HH016,3.15,0.73,0.243,0.161,1,0
ITM010,Bananas,Produce,HH020,2.29,1.31,0.209,0.092,5,1
ITM015,Butter,Dairy,HH009,1.7,0.28,0.119,0.062,5,0
ITM004,Rice,Grains,HH009,2.34,0.41,0.255,0.084,2,0
ITM008,Yogurt,Dairy,HH006,3.54,1.37,0.398,0.229,2,1
ITM002,Eggs,Dairy,HH005,5.52,0.88,0.179,0.035,4,0
ITM002,Eggs,Dairy,HH020,1.63,1.28,0.186,0.139,3,1
ITM012,Cooking Oil,Pantry,HH020,0.09,0.14,0.039,0.013,1,1
ITM005,Ice Cream,Frozen,HH013,1.62,0.74,0.246,0.053,3,1
ITM013,Frozen Peas,Frozen,HH013,0.27,0.46,0.168,0.065,1,1
ITM011,Cereal,Pantry,HH009,0.71,0.35,0.142,0.046,1,1
ITM010,Bananas,Produce,HH014,3.59,1.12,0.694,0.428,2,1
ITM005,Ice Cream,Frozen,HH011,0.31,0.45,0.146,0.091,2,1
ITM007,Tomatoes,Produce,HH008,6.81,1.01,0.329,0.19,3,0
ITM014,Orange Juice,Beverages,HH001,4.53,0.71,0.249,0.16,4,0
ITM013,Frozen Peas,Frozen,HH008,0.42,0.36,0.226,0.161,1,1
ITM002,Eggs,Dairy,HH001,2.51,1.22,0.238,0.027,5,1
ITM011,Cereal,Pantry,HH019,1.19,0.24,0.134,0.088,4,0
ITM012,Cooking Oil,Pantry,HH001,0.42,0.18,0.042,0.029,1,1
ITM015,Butter,Dairy,HH014,0.78,0.2,0.121,0.095,2,1
ITM015,Butter,Dairy,HH013,1.41,0.25,0.101,0.078,2,0
ITM003,Bread,Bakery,HH012,4.58,1.23,0.442,0.112,3,0
